@relation 'predictive_maintenance-weka.filters.unsupervised.attribute.Remove-R1-2,10-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NumericToNominal-R9-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0'

@attribute Type=M numeric
@attribute Type=L numeric
@attribute Type=H numeric
@attribute 'Air temperature [K]' numeric
@attribute 'Process temperature [K]' numeric
@attribute 'Rotational speed [rpm]' numeric
@attribute 'Torque [Nm]' numeric
@attribute 'Tool wear [min]' numeric
@attribute Target {0,1}

@data
0,1,0,302.3,311.7,1453,41.2,147,0
1,0,0,300.8,310.7,1886,21.1,44,0
0,1,0,300.4,311.6,1517,39,45,0
0,1,0,299.2,310.2,1609,33.2,156,0
0,1,0,298,309.2,1731,28.7,38,0
1,0,0,300.9,310.7,1485,41,181,0
0,1,0,299.2,310.2,1697,30.6,12,0
1,0,0,301.3,311.5,1648,32.4,0,0
0,0,1,297.7,308.9,1479,40.9,87,0
0,1,0,296.8,307.8,1565,39.5,124,0
1,0,0,302.3,311.8,1879,23,124,0
1,0,0,299.7,310.4,1410,44.5,105,0
1,0,0,299.8,311.2,1706,29.2,148,0
0,1,0,300.5,309.9,1480,40,148,0
0,1,0,299.8,311.2,1664,28.3,173,0
0,1,0,296.9,307.7,1424,43.3,120,0
0,1,0,298.4,309.7,1419,41.3,159,0
0,1,0,298.6,309,1456,47.7,0,0
0,1,0,301.7,310.5,1377,43.1,183,0
1,0,0,298.8,309.8,1490,38.6,127,0
1,0,0,298.5,309.5,1501,40.2,114,0
0,1,0,302.2,310.6,1462,43.6,0,0
0,1,0,300.6,310.2,1555,41.9,19,0
0,1,0,302.1,310.6,1439,40,7,0
0,1,0,298.1,307.9,1665,32,7,0
1,0,0,297.6,308.6,1585,42,90,0
0,0,1,298.2,307.6,1318,55.7,0,0
1,0,0,300,309.7,1652,28.6,112,0
0,1,0,301.2,310.6,1385,49.2,105,0
0,1,0,298.4,308.5,1490,37.9,110,0
0,1,0,299.5,310,1502,38.5,52,0
1,0,0,300.4,311.2,1366,56.1,177,0
1,0,0,297.5,308.1,1907,23.5,125,0
0,1,0,297.4,308.3,1336,53.7,61,0
0,1,0,302.4,310.3,1900,24.4,113,0
1,0,0,299,310.3,1540,38.1,182,0
0,1,0,298.8,308.6,1631,32.4,38,0
0,1,0,297.7,308.9,1715,27.2,193,0
0,1,0,301.8,310.9,1521,39.3,197,0
1,0,0,300.1,310.2,1429,42,206,0
0,1,0,301.5,310.7,1426,46.1,81,0
0,1,0,302.6,312.1,1668,28.7,180,0
0,1,0,300,311.5,1445,41.6,81,0
1,0,0,298,309.1,1574,34.8,40,0
0,0,1,301.4,310.7,1329,52,160,0
0,1,0,298.2,309,1489,40.6,89,0
0,0,1,303.4,311.8,1693,28.3,175,0
0,1,0,303.5,313,1465,41,56,0
1,0,0,298.1,308.8,1434,41.8,93,0
1,0,0,297.4,308,1601,34.6,181,0
0,1,0,298.1,307.8,1379,49.1,135,0
0,1,0,302.3,311,1428,47.9,174,0
0,1,0,300.9,310.5,2288,16.1,85,0
1,0,0,298.5,309.3,1692,26.7,118,0
1,0,0,298.6,309.7,1280,64.1,71,0
0,1,0,303.5,312.4,1481,43.7,20,0
0,1,0,304.3,313.3,1775,24.9,39,0
0,1,0,298.1,309.9,1642,30.4,58,0
0,1,0,301.8,310.3,1482,41.4,63,0
0,1,0,298.5,309,1450,40.5,199,0
0,1,0,302.4,311.9,1452,43.1,137,0
0,1,0,302.8,312.3,1386,57.8,172,0
1,0,0,296.2,307.2,1168,63.4,172,0
0,1,0,303.1,311.1,1420,55.8,113,0
0,1,0,297.5,309.3,1470,38.8,197,0
0,1,0,303.4,312.3,1287,54.8,54,0
1,0,0,297.3,308.4,1434,44.8,21,0
0,0,1,303.1,312.8,1435,41.9,115,0
0,1,0,299.1,308.5,1647,35,74,0
0,1,0,297.5,308.7,1371,46.5,121,0
0,1,0,298.9,310.5,1717,26.9,17,0
1,0,0,299.3,309.1,1385,45.6,34,0
1,0,0,299.7,310.5,1594,35.4,134,0
1,0,0,299.9,309.8,1625,41.2,109,0
1,0,0,300.8,311.2,1634,31.9,178,0
1,0,0,298.9,308.7,1772,28.4,177,0
1,0,0,300.5,309.4,1347,50.1,213,0
0,0,1,300.4,311.2,1489,45.3,180,0
1,0,0,303.7,312.7,1669,31.7,120,0
0,1,0,302.4,310.4,1865,23.9,129,0
0,1,0,297.9,309,1502,40.2,30,0
0,1,0,300.3,311.8,1451,41,55,0
0,1,0,300.7,312.2,1590,38.5,148,0
0,1,0,298.1,308.7,1341,55.7,30,0
1,0,0,300.3,310.2,1442,39.5,4,0
0,1,0,298.4,308,1508,47.9,25,0
0,0,1,300.6,309.4,1691,28,36,0
1,0,0,298.9,310.1,1555,40.6,176,0
0,1,0,300,310.2,1486,36.4,66,0
1,0,0,301.3,310.6,1378,49.4,173,0
0,1,0,303.8,312.9,1589,37.2,203,0
1,0,0,300.5,312,1867,23,103,0
0,1,0,297.4,309.4,1401,45.9,49,0
0,1,0,298.7,308.4,1750,25.8,72,0
1,0,0,297.5,308.8,1471,52.3,152,0
0,0,1,297.5,308.4,1587,36.1,98,0
0,1,0,298.8,308.4,1484,39.2,8,0
0,0,1,300.2,309.7,1483,43.8,108,0
1,0,0,302.5,312,1826,25.3,203,0
1,0,0,302,310.6,1563,41,184,0
0,1,0,300.5,310.4,1761,26.5,12,0
1,0,0,303.4,312.2,1615,35.7,56,0
0,1,0,301.9,310.7,1429,51,76,0
1,0,0,299.3,308.7,1390,49.3,215,0
0,1,0,298,308.5,1713,25.3,124,0
0,1,0,299.3,309.1,1495,44,55,0
1,0,0,297.1,308.1,1352,44.4,0,0
0,0,1,297.7,308.4,1418,51.9,77,0
1,0,0,298.2,309,1353,50.3,150,0
1,0,0,301.8,310.7,1429,47.9,53,0
0,1,0,300.7,310.4,1543,47.3,203,0
0,1,0,297,307.7,1315,60.1,128,0
0,1,0,299.8,309.7,1457,51.9,89,0
0,1,0,302.3,310.7,1499,37.8,137,0
0,1,0,295.6,306.2,1424,42.5,58,0
1,0,0,297.7,309,1531,42.4,38,0
0,1,0,297.5,308.9,1427,44.7,135,0
0,1,0,300.1,310.2,1475,54.2,53,0
0,1,0,301.1,310.1,1564,36.8,7,0
0,1,0,300.9,310.3,1440,47.6,140,0
1,0,0,304.2,313.5,1557,37.3,164,0
0,1,0,298.7,309.9,1404,47.1,64,0
1,0,0,300,309.2,1635,32.4,4,0
0,1,0,301.5,310.9,1600,39,160,0
0,0,1,304.2,313.3,1625,37.3,27,0
1,0,0,300.6,310.8,1389,48.1,88,0
0,1,0,296.9,307.7,1424,43.3,120,0
1,0,0,300.2,309.6,1491,41.8,41,0
0,1,0,298.9,310,1515,42.9,170,0
1,0,0,299.2,310.6,1443,50.9,85,0
0,1,0,302.3,311.6,1784,26.4,79,0
0,1,0,300.5,309.8,1345,62.7,153,0
1,0,0,299.6,309.4,1605,29.8,142,0
0,1,0,298.4,308.1,1491,50,156,0
1,0,0,298,307.6,1301,58.5,155,0
0,0,1,300.1,311.4,1377,56.7,50,0
0,1,0,302.9,312.6,1328,59.9,24,0
0,1,0,301.9,310.8,1465,44.3,57,0
0,0,1,298.7,308.5,1572,35.6,202,0
0,1,0,297.4,309.2,1420,45.6,193,0
1,0,0,299.7,311.1,1649,32.7,185,0
0,0,1,300.4,311.2,1489,45.3,180,0
0,1,0,300.5,311.9,1431,49.4,37,0
0,1,0,301.3,310.6,1556,39,72,0
0,1,0,295.6,306.2,1823,25.8,29,0
0,1,0,301.8,311,1651,32.5,195,0
0,1,0,297.9,307.7,1353,50.7,13,0
0,1,0,301,310.8,1558,34.9,196,0
1,0,0,300.3,311.1,1350,58.7,130,0
1,0,0,300,311.4,1864,23.3,2,0
1,0,0,300,309.9,1530,34.5,71,0
0,1,0,297.9,309.1,1543,36.6,20,0
1,0,0,300.7,309.6,1421,49.8,165,0
0,1,0,303,312.7,1361,48.8,120,0
0,1,0,297.4,309.1,1380,41.1,152,0
0,0,1,297.5,309.3,1459,49.7,201,0
0,1,0,297.8,307.5,1372,54.1,157,0
0,0,1,297.3,307.9,1461,37.5,161,0
0,1,0,301.5,310.6,1405,42.3,83,0
1,0,0,302,311.3,1725,27.7,23,0
0,1,0,297.3,308.4,1491,46.5,29,0
1,0,0,298,308.7,1436,48.2,201,0
1,0,0,300.8,312,1274,67.3,159,0
0,1,0,295.9,306.6,1678,26.7,53,0
0,1,0,296.9,308,1343,44.5,15,0
1,0,0,300.7,310.6,1505,35.6,105,0
0,1,0,303.3,311.4,1958,21.5,0,0
0,1,0,300.3,311.8,1567,37.7,180,0
0,1,0,300.8,311.9,1414,41.1,171,0
1,0,0,301.3,309.9,1565,36,213,0
1,0,0,302.3,311.7,1535,38.3,5,0
0,1,0,300.1,311.4,1467,35.7,45,0
0,1,0,301.1,310.1,1417,46.9,35,0
1,0,0,296.8,307.9,1843,25.2,116,0
0,1,0,297.6,308.3,1523,39.5,137,0
0,1,0,302.6,310.5,1596,32.8,193,0
0,1,0,299.4,309.2,1433,42.1,22,0
0,1,0,299.8,309.5,1476,44.4,14,0
1,0,0,299.8,309.4,1412,47.8,130,0
1,0,0,302,310.8,1445,46.3,17,0
1,0,0,298.9,310.1,1442,42.9,153,0
1,0,0,298.9,308.4,1827,26.1,5,0
0,1,0,300.8,310.4,1368,46.8,21,0
0,1,0,304,313,1397,42.4,113,0
0,1,0,301.7,311.1,1644,32.8,206,0
0,0,1,298.8,310.2,1663,30.4,209,0
1,0,0,297.7,309.2,1732,28.8,152,0
0,1,0,302.3,311,1657,31.1,3,0
0,1,0,302.3,311.3,1614,34.1,129,0
0,1,0,300.7,311.1,1688,30.7,161,0
0,1,0,298.2,308.7,2186,17.8,31,0
0,0,1,297.6,308.3,1640,30.9,79,0
1,0,0,302.6,310.2,2157,17.2,94,0
0,1,0,303.3,311.3,1592,33.7,14,0
1,0,0,301.9,311.4,1465,39.9,153,0
0,1,0,302.4,311.1,1652,33.9,139,0
1,0,0,301.1,311.2,1407,53,165,0
0,1,0,297.7,308.7,1829,24.9,17,0
0,1,0,297.8,307.4,1418,41.2,155,0
1,0,0,299.7,309.2,1412,45.3,205,0
1,0,0,298.9,310.1,1513,41.5,80,0
0,1,0,300.8,310.2,1520,37.7,193,0
1,0,0,300,309.6,1573,39.7,162,0
0,1,0,298.1,309.9,1563,32.8,51,0
0,1,0,302.5,310.2,1477,41.6,16,0
0,1,0,302,310.9,1539,34.2,13,0
0,0,1,297.7,307.1,1855,22.5,7,0
0,1,0,304.1,313.4,1374,56.6,115,0
0,0,1,298.2,307.6,1460,48.6,204,0
0,1,0,300.2,310,1389,53.6,184,0
0,1,0,297.7,309,1874,24.4,28,0
0,1,0,301.8,310.6,1295,62.3,91,0
1,0,0,302.3,311.8,1355,50.1,104,0
0,1,0,301.3,310.5,1406,47.1,83,0
0,1,0,301.2,310.6,1409,50.9,66,0
0,1,0,302.2,310.1,1458,45.1,15,0
0,1,0,302.7,311.5,1494,41.4,149,0
0,1,0,300.7,310.9,1637,37.2,115,0
0,1,0,302.5,312.2,1574,38.7,30,0
1,0,0,301.8,311.3,1542,40.1,142,0
1,0,0,300.4,311.5,1476,32.6,144,0
1,0,0,301.1,311.1,1384,42.5,185,0
1,0,0,297.4,308.4,1517,41,18,0
1,0,0,297.6,308.6,1585,42,90,0
0,0,1,298.8,309.2,1425,53.9,135,0
1,0,0,298,307.6,1301,58.5,155,0
1,0,0,299.5,310.1,1359,61.1,67,0
0,1,0,302.5,310.2,1586,32.2,64,0
1,0,0,299.2,310.4,1504,43.3,37,0
0,1,0,297.6,308.3,1502,43.2,139,0
0,1,0,302.4,311.1,1484,45.9,169,0
0,1,0,301.5,310.8,1350,58.5,13,0
1,0,0,302.5,311.9,1414,51.6,205,0
0,1,0,299,309.1,1523,38.6,177,0
0,1,0,301.9,310.5,1425,51.1,173,0
1,0,0,298.8,310.1,1585,31.3,147,0
0,0,1,301.3,310.1,1455,44.1,188,0
1,0,0,297.2,308.5,1611,31.6,197,0
0,0,1,297,307.9,1448,45.6,172,0
1,0,0,298.4,309.1,1576,38.8,167,0
1,0,0,300.5,309.7,1685,29.4,140,0
0,1,0,302.1,310.6,1439,40,7,0
1,0,0,299.5,308.7,1321,51.9,114,0
0,1,0,300.7,311.1,2437,13.8,163,0
0,1,0,299.3,310.9,1669,32.4,5,0
0,1,0,297.7,308.7,1249,60.4,143,0
0,1,0,300.8,312.5,1423,47.3,123,0
0,1,0,295.5,306,1456,39.2,167,0
0,0,1,301.1,310.6,1388,58.5,68,0
1,0,0,300.2,309.4,1459,43.9,39,0
1,0,0,298.8,308.7,1446,45.5,49,0
1,0,0,302.6,310.4,1451,43.1,35,0
0,1,0,298.8,309.1,1393,52.6,167,0
0,1,0,296.6,307.4,1389,42.7,48,0
0,1,0,298.4,309.7,1530,38.6,161,0
1,0,0,303.5,312.3,1543,33.3,71,0
0,1,0,300.1,310.5,1394,44.3,121,0
0,1,0,301,311,1437,56,33,0
0,1,0,300.4,312,1366,43,117,0
0,1,0,297.9,307.7,1537,37.7,15,0
1,0,0,303.9,313.2,1608,40.6,79,0
0,1,0,302,311,1566,37.8,218,0
0,1,0,301.5,310.9,1400,50.8,2,0
0,1,0,297.2,308.4,1833,25.2,117,0
1,0,0,296.9,307.4,1521,37.9,27,0
0,1,0,301,310.9,1404,41.8,71,0
0,1,0,303,311.2,1601,32.9,69,0
0,1,0,302.3,311.7,1544,43.2,128,0
0,1,0,299.7,309.6,1720,27.1,146,0
0,1,0,298,308,1433,39.2,87,0
0,1,0,297.5,308.6,1208,62.3,28,0
0,1,0,297.1,307.8,1636,30.3,90,0
1,0,0,301.2,310.4,1697,30,120,0
0,1,0,298.3,308.4,1329,49.2,166,0
0,1,0,299.9,310,1447,45.9,162,0
0,1,0,303,311.2,1456,44,142,0
1,0,0,299.8,309.7,1910,21.8,141,0
1,0,0,303.9,313.4,1464,49.1,171,0
1,0,0,301.2,310.8,1396,47.4,5,0
1,0,0,300.7,309.5,1445,46.4,24,0
0,1,0,302.4,310.1,1906,21.2,110,0
0,1,0,298.8,308.9,1398,51.5,0,0
0,1,0,300.2,309.3,1532,43.2,53,0
0,1,0,300.1,309.6,1760,25.4,55,0
1,0,0,300.6,310,1302,62.9,87,0
1,0,0,301.1,310.2,1850,27.7,44,0
1,0,0,301.7,310.3,1787,26.7,33,0
0,1,0,302.4,311.8,1493,38.4,132,0
1,0,0,297.5,308.3,1622,37.2,103,0
0,1,0,298.2,307.8,1423,48.1,183,0
0,1,0,303.7,312.3,1922,23.1,193,0
0,1,0,302,310.8,1767,27.4,11,0
1,0,0,302.3,311.4,1479,45.6,59,0
0,1,0,298.2,309.4,1443,45.4,187,0
1,0,0,296.7,307.7,1597,32.1,114,0
0,1,0,297.5,308.7,1443,46.2,110,0
1,0,0,298.1,307.4,1363,60.1,187,0
0,1,0,298.6,309.1,1537,35.7,198,0
0,0,1,302.4,310.9,1444,40.7,174,0
0,1,0,301.5,310.7,1423,44,222,0
0,1,0,298,309.6,1536,37.3,120,0
0,1,0,301.8,310.9,1449,36.5,33,0
0,1,0,298.8,308.9,1461,47.9,206,0
0,1,0,299,310.2,1490,41.1,54,0
0,1,0,300.3,311.1,1388,49.4,128,0
0,1,0,301.6,310.6,2103,19.7,12,0
1,0,0,297.3,308.7,1447,44.5,105,0
0,1,0,301.3,311,1542,33.6,80,0
0,1,0,298,308.9,1500,36.7,104,0
0,0,1,303.4,312.3,1522,42.1,62,0
0,1,0,297.4,308.5,1418,51.2,52,0
1,0,0,298.3,309.2,1359,51.4,21,0
0,1,0,300.1,309.6,1321,46.9,75,0
0,0,1,298.4,308.3,1458,42.9,15,0
0,1,0,297.3,307.9,1797,24.7,75,0
0,1,0,300,309.6,1526,46.4,150,0
0,1,0,301.4,310.8,1680,31.4,185,0
0,1,0,299.1,310.4,1657,31,129,0
0,1,0,298.9,308.7,1564,34.1,99,0
0,1,0,297.9,308.4,1646,40.6,175,0
0,1,0,302,310.5,2197,15.8,133,0
0,1,0,303.4,311.8,1499,45,16,0
1,0,0,297.4,308.7,1481,48,117,0
0,1,0,302.5,310.5,1463,43,189,0
1,0,0,300.4,309.7,1547,38,181,0
1,0,0,295.5,305.9,1453,47.3,9,0
0,1,0,301,311.7,1547,34.5,152,0
0,1,0,298.2,308.7,1447,48.4,51,0
1,0,0,304.2,313.1,1608,31.1,20,0
0,1,0,302.2,310.7,1567,36.4,100,0
1,0,0,301.4,311.1,1758,25.4,88,0
0,1,0,301.8,310.6,1451,50.7,108,0
0,1,0,299.6,309.1,1641,35.8,81,0
0,1,0,303.6,311.9,1473,50.1,84,0
0,1,0,297.3,308.2,1754,29.4,123,0
0,1,0,300.1,311.5,1659,31.1,203,0
0,1,0,302.4,311.1,1634,34.2,184,0
0,1,0,298.3,307.9,1435,39.9,143,0
1,0,0,295.6,306.1,1490,42.7,171,0
0,1,0,302.3,310.9,1529,33.4,62,0
0,0,1,298.3,308.2,1534,33.2,75,0
0,1,0,297.7,307.2,1392,43,197,0
0,1,0,302.3,311.3,1621,31.6,135,0
1,0,0,299,309,1804,26.8,17,0
1,0,0,297.5,308.4,1369,54.8,145,0
0,1,0,298.2,307.8,2029,19.9,96,0
0,1,0,299.6,310.8,1507,42.4,108,0
0,1,0,300.4,311.2,1530,32,169,0
1,0,0,302.5,311.4,1636,35,157,0
1,0,0,302.6,310.4,1451,43.1,35,0
0,1,0,300.3,309.4,1470,33.5,148,0
0,1,0,300.7,311,1462,41.9,126,0
0,1,0,300.7,311.9,1462,39.7,181,0
1,0,0,296.8,307.9,1409,44.3,145,0
0,1,0,302.8,312.4,1368,49.5,10,0
0,0,1,298.1,308.5,1392,44.8,111,0
0,1,0,298.2,308.8,1354,60.9,32,0
0,1,0,298.9,310.2,1304,57.2,183,0
1,0,0,298.3,309.1,1296,58.7,201,0
0,1,0,299,308.6,1587,38.6,124,0
0,1,0,302.2,311.3,1554,40.2,118,0
0,1,0,301.7,310.7,1605,33.3,220,0
0,1,0,297.6,308.7,1552,42.3,27,0
0,1,0,300,309.5,1506,38.8,87,0
0,1,0,301.8,310.6,1452,48.4,110,0
0,0,1,298.4,307.7,1626,31.1,166,0
0,0,1,299.1,310,1431,49.5,205,0
0,1,0,300.1,309.7,1485,45.9,100,0
0,1,0,298.9,309.9,1526,35.4,96,0
0,1,0,298.9,308.9,1453,40.8,11,0
0,1,0,297.1,307.8,1428,43.7,179,0
0,1,0,301.7,311.3,1584,38.8,132,0
0,1,0,299.2,308.5,1381,60.6,59,0
0,1,0,302.8,312.3,1386,57.8,172,0
0,0,1,301.8,309.9,1418,51.3,116,0
0,1,0,300.2,311.8,1464,44.5,179,0
0,1,0,297,307.8,1500,39.9,175,0
0,1,0,300.3,311.5,1378,47.5,64,0
0,1,0,300.4,309.9,1376,43.5,74,0
0,0,1,299.1,310.4,1405,53.6,86,0
0,1,0,297.1,308.6,1442,37.1,59,0
0,0,1,302.5,312,1579,35.7,167,0
0,1,0,300.7,310.6,1654,34.2,89,0
0,1,0,302.4,311.1,1520,42.2,143,0
0,0,1,302,310.5,1812,24.4,138,0
0,1,0,303.7,312.3,1511,38.9,117,0
0,0,1,299.1,310.1,1429,42.9,96,0
0,0,1,298.5,309.4,1671,31.8,108,0
0,1,0,299.2,310.5,1391,45.8,38,0
0,1,0,302.7,312.1,1543,37.5,33,0
0,1,0,302.1,311,1740,30.8,182,0
0,1,0,298.6,309.3,1537,37.6,175,0
1,0,0,299,310,1486,34.6,91,0
1,0,0,303.6,312.8,1825,25.2,29,0
0,1,0,297.5,309.6,1312,50.7,0,0
0,1,0,299.4,309.1,1207,66.5,66,0
0,1,0,304,312.9,1313,53.9,202,0
1,0,0,301.2,310.6,1576,39.6,109,0
1,0,0,298.7,308.5,1660,27,50,0
0,1,0,298.7,309.7,1510,40.6,162,0
0,1,0,299.4,308.7,1553,42.7,128,0
1,0,0,299.4,308.6,1541,39.1,109,0
1,0,0,300.8,310.9,1678,28.1,63,0
1,0,0,297.6,308.2,1995,20.5,10,0
1,0,0,297.2,308.3,1578,37.8,3,0
0,1,0,300.4,309.9,1435,54.8,70,0
0,1,0,297.2,308.6,1578,34.4,76,0
0,1,0,300.8,310.7,1589,34.3,144,0
1,0,0,296,306.6,1392,51.3,124,0
1,0,0,300.7,309.5,1838,24.9,66,0
0,1,0,299.8,309.4,1475,43.4,51,0
1,0,0,297.3,308.7,1447,44.5,105,0
0,1,0,298.6,309.8,1469,42.8,205,0
0,1,0,302.2,311.5,1482,45.6,87,0
0,1,0,300.4,310.6,1429,46.9,19,0
1,0,0,300.5,312,1985,19.3,143,0
0,1,0,297.7,309.4,1392,44.1,140,0
0,1,0,301,310.9,1828,25.1,166,0
0,1,0,300.4,311,1802,26,197,0
1,0,0,298.6,309.5,1566,38.1,89,0
0,0,1,303.8,313.2,1379,50.2,178,0
0,0,1,300.5,309.3,1471,45.2,223,0
0,1,0,300.6,309.3,1409,38.7,115,0
0,1,0,302.3,311.4,1570,37.2,15,0
0,1,0,301.8,310.6,1295,62.3,91,0
0,1,0,301.6,310.8,1726,26.7,150,0
0,1,0,298.9,310,1559,33.4,58,0
0,1,0,298.7,309.8,1539,33.4,2,0
0,1,0,300.7,311.8,1603,34.1,17,0
0,0,1,300.9,310.6,1686,27.7,176,0
0,1,0,301.9,309.7,1424,42.8,140,0
1,0,0,297.8,307.4,1330,51.7,183,0
1,0,0,299.2,308.8,1700,33.5,185,0
0,1,0,300.8,309.7,1418,46.6,12,0
1,0,0,299.3,310.7,1440,45.5,146,0
0,0,1,297.5,308.9,1419,50.7,7,0
0,1,0,300.1,309.7,1410,48.3,118,0
0,1,0,297.8,307.8,1383,56.5,98,0
0,1,0,298.9,309.8,1534,42.1,23,0
0,0,1,300.1,309.1,1560,35.4,14,0
0,1,0,302.7,310.5,1725,29,209,0
0,1,0,297.5,308.5,1459,39.7,69,0
0,1,0,299,310.3,1507,36.7,173,0
0,1,0,299,309.9,1630,34,92,0
1,0,0,298.2,308.8,1607,31.9,39,0
0,1,0,298.9,310.5,1717,26.9,17,0
1,0,0,295.6,306.1,1418,46.2,24,0
1,0,0,300.4,310.6,1448,44.9,21,0
1,0,0,295.5,305.9,1518,44.1,194,0
1,0,0,299,310.2,1657,32.3,64,0
0,0,1,298.4,308.3,1458,42.9,15,0
0,1,0,299.1,308.5,1539,46.8,190,0
0,1,0,297,307.8,1500,39.9,175,0
0,1,0,302.3,311.7,1400,41.6,136,0
0,1,0,300.5,309.8,1445,43.9,164,0
0,1,0,300.3,310.5,1522,39.1,217,0
0,1,0,298.4,308.2,1364,45.9,63,0
0,1,0,300.6,309.5,1437,40,55,0
0,1,0,300.2,311.5,1492,41.8,128,0
1,0,0,298.9,308.2,1328,49.2,11,0
0,1,0,297.5,308.2,1489,40.7,141,0
1,0,0,300.8,309.6,1404,38.7,44,0
0,1,0,302.8,312.4,1590,34.4,64,0
0,1,0,298.3,308.1,1840,21.5,88,0
0,1,0,303.6,312.6,1606,33.6,184,0
1,0,0,303.7,312.4,1474,38.8,139,0
0,1,0,300.8,311.7,1681,31.3,221,0
0,1,0,298.6,308.3,1278,60.5,32,0
0,0,1,298,307.9,1482,37.8,132,0
0,0,1,301.9,311,1291,63.6,137,0
1,0,0,300.8,311.2,1429,52.3,77,0
1,0,0,298.2,308.8,1626,40.4,20,0
1,0,0,303.1,312.6,1567,32.9,132,0
0,1,0,300.6,310,1658,34.7,88,0
0,0,1,300.8,310.8,1466,45.2,188,0
1,0,0,304.2,313.6,1512,33.4,146,0
0,1,0,299.1,310.5,1389,61.4,64,0
0,1,0,297.2,308.1,1474,44.3,152,0
1,0,0,298,309,1409,49.1,85,0
0,1,0,296.9,307.8,1571,35,102,0
0,1,0,303.9,313.1,1491,37.2,195,0
0,1,0,300.7,311,1969,20.7,109,0
0,1,0,300.6,310.7,1750,30.6,171,0
0,1,0,302.5,311.9,1481,42.9,52,0
0,1,0,298.2,307.9,1769,27.2,188,0
0,1,0,304.1,313.5,1469,44.6,113,0
0,1,0,300.7,310.5,1357,52.6,199,0
0,1,0,300.7,311.8,1564,36.8,11,0
0,1,0,302,311,1865,22.7,48,0
0,1,0,302.4,311.4,1831,26.9,121,0
0,0,1,298.4,307.9,1700,28.2,120,0
0,1,0,297.3,309,1548,37.4,171,0
0,1,0,301.8,311.5,1443,43.3,134,0
0,1,0,298.9,308.7,1727,29.4,116,0
0,1,0,301.9,310.9,1379,54.8,99,0
1,0,0,299.6,308.9,1685,27.8,161,0
1,0,0,299.9,309.5,1412,57.9,59,0
1,0,0,301.8,310.8,1508,38.8,96,0
0,1,0,302.9,312.4,1923,23.9,244,0
0,1,0,300.5,311.7,1619,32.7,85,0
0,1,0,297.3,308.1,1506,36,150,0
1,0,0,297.5,308,2033,16.7,128,0
1,0,0,300.4,309.8,1430,43.4,198,0
1,0,0,297.7,309.2,1732,28.8,152,0
0,1,0,302.3,311.2,1386,50.3,110,0
0,1,0,297.9,308.4,1646,40.6,175,0
0,1,0,301.5,310.5,1535,39,204,0
0,1,0,301.4,310.8,1543,36.9,97,0
0,1,0,297.4,308.2,1471,46.5,25,0
1,0,0,303.7,313.1,2130,18.1,185,0
0,1,0,297.4,309.4,1401,45.9,49,0
0,1,0,298.4,308.3,1422,42.7,186,0
0,1,0,297,308.1,1455,43.5,122,0
0,1,0,300.8,311.2,1430,54.4,85,0
1,0,0,302.1,310.8,1504,37.5,42,0
0,1,0,299,309.1,1523,38.6,177,0
0,1,0,299.3,309,1419,46.6,158,0
1,0,0,300.8,310.9,1522,41.7,115,0
0,1,0,300.3,309.9,1527,41.4,2,0
0,0,1,300.4,311.4,1445,52.4,105,0
0,1,0,302.3,311.7,1465,43.5,117,0
1,0,0,297.5,308.5,1699,30.1,40,0
0,1,0,301.5,310.8,1350,58.5,13,0
0,1,0,302.3,311.2,1758,24.4,68,0
0,1,0,300,309.6,1526,46.4,150,0
1,0,0,298.6,309.8,1419,44.9,115,0
1,0,0,297.8,307.6,1352,49.4,102,0
1,0,0,300.6,309.5,1530,40.2,93,0
1,0,0,303.6,311.8,1432,42.5,150,0
0,1,0,298.8,308.6,1872,22.5,82,0
0,1,0,299.3,308.6,1605,37,78,0
0,0,1,299,310.5,1336,56.8,136,0
0,1,0,297.7,309.1,1477,38.3,60,0
0,1,0,298,308.6,1313,50.8,170,0
0,0,1,298.6,309.8,1279,55.9,152,0
0,1,0,298.8,310,1528,36.7,147,0
1,0,0,300.6,310.5,2156,18,16,0
0,1,0,300.1,309.5,1353,50.9,34,0
1,0,0,299.2,308.8,1700,33.5,185,0
1,0,0,298.8,308.6,1507,42.3,207,0
1,0,0,296.8,307.5,1470,45.9,132,0
1,0,0,297.6,308.1,1379,57.4,122,0
0,0,1,300.5,310.7,1654,28.6,161,0
0,1,0,302.4,312,1508,36.9,5,0
0,1,0,300.9,310.7,1573,31.2,2,0
1,0,0,297.4,308.5,1638,32.2,84,0
1,0,0,303,311.2,1592,38.9,188,0
0,1,0,300.3,311.6,1515,44.9,69,0
1,0,0,297.4,308.7,1382,49.9,151,0
0,1,0,302.6,310.5,1450,43.2,68,0
1,0,0,300.8,311.2,1592,32.9,82,0
0,1,0,300.8,311.2,1481,38.5,181,0
0,1,0,301.6,310.6,1431,37.5,137,0
1,0,0,299.1,310.1,1412,44.4,24,0
1,0,0,300.9,310.8,1402,48.1,22,0
0,1,0,301.6,310.7,1679,29.5,10,0
1,0,0,302.2,311.2,1627,33.2,74,0
0,1,0,299.3,309,1491,38.4,115,0
1,0,0,302,310.6,1479,40.5,24,0
0,1,0,300.5,310.4,1761,26.5,12,0
1,0,0,300.9,310.8,1519,34.9,73,0
